Id,Text,IsSelfMentioned,Retweets,Favorites,Hashtags,Medias,Mentions,SenderId,SenderAccountYears,SenderFavorites,SenderFollowings,SenderFollowers,SenderStatues,SenderLocation,Emojis,Punctuations,UpperCaseLetter,Letter,Symbols,Words,TWords,UWords,SlangWords,AvgWordLength,IsCyberbullying
1207299817141090048,galatasaray spor kulübü hakkındaki son gelişme ve haberleri bulabileceğiniz twitter sayfasi gün itibari ile açılmıştır,0.0,0.0,0,0,0,1,1163553329642913792,0,22452,836,804.0,2460,istanbul,0.0,4,2,180,0,30,2,0,1,6.0,True
1207299791924979968,kevin durant umraniye de kaybolmus allah rizasi icin goren yolu tarif etsin meydan da nike magazasindayiz,0.0,0.0,0,0,0,1,400334294,8,12019,151,156.0,2900,istanbul,0.0,3,0,98,0,18,0,0,1,5.0,True
1207299702728920064,avrupa şampiyonası heyecanı devam ediyor çek cumhuriyeti iskoçya 1 1 65 x 3 20 2 3 60 hemen iddaa oynamak için,0.0,0.0,0,0,0,0,1347077779,6,16638,211,206.0,12193,istanbul,0.0,1,0,103,0,20,0,0,1,5.0,True
1207298573525829888,zorunlu açiklama alex de souza ile herhangi bir temasımız olmamış gündemimizde de bu oyuncu ile ilgili bir düşüncemiz de bulunmamaktadır,0.0,0.0,1,0,0,2,1121491581595467776,0,17176,430,251.0,5907,istanbul,0.0,1,2,79,0,12,2,0,1,6.0,True
1207298299251899904,galatasaray 10 numara desenli nevresim takımı resimde solda için son 45 dakika,0.0,0.0,0,0,0,1,95435139,10,269,1711,218.0,1420,istanbul,0.0,4,2,41,0,9,2,0,1,4.0,True
1207297053073779968,atletico madrid kulubu ile diego forlan antonio reyes ve tomas ujfalusi nin takimimiza transferi konusunda gorusmeler baslamistir fb,0.0,0.0,0,0,0,2,1119675760439123968,0,83,63,2.0,579,istanbul,0.0,1,2,72,0,12,2,0,1,6.0,True
1207296592165949952,faik cetiner rahmi koc un ali koc a uyarisi var bu surecte gemiyi son terkeden ol ama asla baskan olma demis,0.0,0.0,1,0,0,2,1012473000480985088,1,138124,673,859.0,8244,turkey,0.0,0,1,46,0,10,1,0,1,4.0,True
1207296237218800128,her kaybedişte yeniden başlarsın daha da güçlenerek başlarsın ve daha da hızlanarak dibe batarsın en dibe batarsın,0.0,0.0,1,0,0,1,1206999834693193728,0,30,24,14.0,35,istanbul,0.0,1,2,58,0,12,2,0,2,4.0,True
1207295501529440000,soma da akhisar köftecisi vedat ın yeri ve aydın lokantası misafirperverlikleri için sonsuz teşekkür,0.0,0.0,0,0,0,0,1581803857,6,9,508,407.0,14150,turkey,0.0,1,1,239,0,33,1,0,3,7.0,True
1207295273896240128,rostov td bozoviç güçlü bir takım değildi rakibimiz ancak gördük ki cardozo ve yeni transferlerle başka bir trabzonspor oluşturuldu,0.0,0.0,3,0,0,1,2886126419,5,19011,249,675.0,5175,turkey,0.0,0,0,88,0,17,0,0,1,5.0,True
1207295188164649984,yatabare matabare sivasspor böyle koyar götebare,0.0,0.0,0,0,0,0,1161600926630797312,0,547,82,87.0,33,sivas,0.0,0,0,34,0,5,0,0,1,6.0,True
1207295140680940032,röportaj sırasında ezan okunması üzerine aziz yıldırım aziz allah,0.0,0.0,0,0,0,3,844309499750027264,2,1089,512,246.0,1207,turkey,1.0,0,1,26,0,5,1,0,0,5.0,True
1207292667018860032,savunma çaresiz kaleci çaresiz herkes çaresiz wesley sahnede en iyi yaptığı işi yaptı tribünleri yıktı wesley sneijder,0.0,0.0,0,0,0,1,943659978367422464,1,6130,58,13.0,519,istanbul,0.0,0,1,38,0,6,1,0,2,6.0,True
1207292459107200000,sizin hayallerinizin bittiği yerde bizim gerzek başlar inanmayındemistik,0.0,0.0,1,0,0,1,1072556402537914368,1,1954,84,4.0,283,istanbul,0.0,1,1,85,0,13,1,0,1,6.0,True
1207291653385609984,önce yatırımını kendine yap ki diğerlerine de yardımın dokunsun oku akılderki,0.0,0.0,1,0,0,1,940900758081458176,2,16176,173,403.0,1977,turkey,0.0,2,2,76,0,13,2,0,2,5.0,True
1207290951108049920,real madrid 23 yaşındaki lucas silva nın kalbindeki sorunlar nedeniyle futbolu bıraktığını açıkladı,0.0,0.0,0,0,0,2,1109489755,6,9391,440,7268.0,5013,turkey,0.0,2,1,62,0,10,1,0,2,6.0,True
1207290034862380032,ortada bir kupa varsa sadece arkanıza yaslanın ve galatasaray ı izleyin,0.0,0.0,2,0,0,1,736439192482414592,3,47021,1087,995.0,11006,istanbul,1.0,4,2,82,0,18,2,0,1,4.0,True
1207289728539729920,bir milan terim hikayesi san siro baresi maldini beyefendiler masası mauro suma curva sud fatih terim,0.0,0.0,3,0,0,0,827927190876594176,2,143128,662,1127.0,22334,istanbul,0.0,0,0,72,0,13,0,0,1,5.0,True
1207289624667859968,dindar olduğu için artık ahlaka ihtiyacı kalmadığını düşünenlerin ve rakı içtiği için kendini aydın sananların arasında delirmek üzereyiz,0.0,0.0,0,0,0,1,1072104614,6,4298,1830,258.0,15936,turkey,0.0,7,4,132,0,26,4,0,2,5.0,True
1207289477405850112,18 istemsiz bir hamilelikte verdiğimiz kararlar başkaları tarafından yargılanma riski taşır,0.0,0.0,0,0,0,2,1183811654540242944,0,4749,217,62.0,659,istanbul,0.0,0,1,20,0,3,1,0,1,6.0,True
1207288957031059968,20 cinsiyetçilik hakkında konuştuğumuzda duyarcılıkla her şeyden şikayet etmekle suçlanırız,0.0,0.0,0,0,0,1,1546173240,6,65130,2641,2750.0,13098,istanbul,0.0,1,1,45,0,10,1,0,1,4.0,True
1207288234134380032,marius sumudica deplasmanda fenerbahçe ile 3 3 berabere kaldığımızda üzülmemizi mi bekliyordunuz anlamıyorum gol sevinci hakkında,0.0,0.0,0,0,0,1,1105836225209008128,0,82,355,33.0,214,turkey,0.0,7,6,172,0,31,6,0,2,5.0,True
1207286957769920000,beyler masa aynı yeni oturanı iyi bilirsiniz sıfır deste kartları yeniden karıyoruz bol şans hepinize çünkü ihtiyacınız olacak,0.0,0.0,3,0,0,2,1199592016574857216,0,2949,3154,3215.0,44,istanbul,0.0,0,1,28,0,6,1,0,0,4.0,True
1207286907891259904,burada kalmıştık hocam imparatoryuvasında,0.0,0.0,0,0,0,1,3082051976,4,21780,281,57.0,3396,istanbul,0.0,2,2,95,0,16,2,0,1,5.0,True
1207286474212809984,allah kaderimizi böyle yazmış gönüllerbirolsun,0.0,1.0,1,1,0,0,1179511457429495808,0,20461,3841,3637.0,18159,,0.0,1,23,171,0,25,23,0,1,6.0,True
1207285824368369920,çok kişinin bu kuralı iyi bildiğine emin değilim bu kural 14 yabancı kuralı değil bu kural 14 türk kuralı 14 türk almak zorundasınız ama 14 yabancı almak zorunda değilsiniz,0.0,0.0,9,0,0,0,4749916637,3,139259,190,1513.0,26437,istanbul,0.0,1,0,66,0,13,0,0,1,5.0,True
1207285718147569920,merhaba bu tweetin altında müzikseverlerin hoşuna gidebilecek bazılarını kendimin de kullandığı spotify araçlarını paylaşacağım,0.0,1.0,1,0,0,1,1029074498627297280,1,2427,337,45.0,507,ankara,0.0,2,1,18,0,3,1,0,2,6.0,True
1207283317722230016,tekrar varsa kasıt vardır,0.0,0.0,0,0,0,0,824739266899087360,2,950,66,78.0,2743,istanbul,0.0,0,3,41,0,6,3,0,3,6.0,True
1207283190970400000,mustafa kemal in abdülhamid e suikast iddiasıyla hapis yattığını bilir misiniz,0.0,0.0,1,0,0,1,714548703508492288,3,8411,252,36.0,850,turkey,0.0,0,1,28,0,4,1,0,1,7.0,True
1207282786610089984,a albayrak dubai de birçok futbolcuyla görüşme fırsatı yakaladık alan ile anlaştık kulübüyle anlaştık bize çok iyi davrandılar birden transfer yattı diye haberler çıktı bekleyip göreceğiz bir şey olmuş değil,0.0,0.0,0,0,0,2,1169234570786594816,0,5,19,3.0,3,turkey,0.0,0,1,14,0,3,1,0,1,4.0,True
1207282754246840064,ne gelen var ne giden yollar çimen bağladı bir sevdadır karadeniz,0.0,0.0,0,0,0,1,875827749100847104,2,8217,582,419.0,1023,istanbul,0.0,0,1,50,0,8,1,0,1,6.0,True
1207282653034139904,hep söylediğimiz gibi bu işin 2 ayağı var önce iletişim sonra hukuk önümüzdeki süreçlerde iletişim ayağı daha ileri boyutlara getirilip tamamlandığında hukuki başvurular da gerzek haklı davamıza sonuna kadar hep birlikte sahip çıkacağız,0.0,0.0,0,0,0,1,516308862,7,3529,309,122.0,10021,istanbul,0.0,0,0,12,0,2,0,0,1,6.0,True
1207282617667770112,dum taka dum canlı performans dorock xl,0.0,0.0,0,0,1,0,884933190854615040,2,10160,131,107.0,3911,istanbul,0.0,2,0,55,0,8,0,0,1,6.0,True
1207282555692740096,galatasaray ın adını bir terör örgütü ile ananların kendi geçmişlerine bakmalarını tavsiye ederiz,0.0,0.0,0,0,0,2,91548144,10,15302,2460,441.0,12378,istanbul,0.0,0,1,45,0,8,1,0,0,5.0,True
1207282543223020032,sadece başkalarına zarar vermek istediğinde güce ihtiyacın olur ama sevgi her şeyi yoluna koymaya yeter charlie chaplin,0.0,0.0,0,0,0,2,1055139807721148416,1,3254,1076,221.0,3286,istanbul,0.0,9,8,225,0,41,8,0,6,5.0,True
1207282455159460096,23 feghouli nin ceza sahasına ortasında diagne den enfes bir kafa vuruşu geliyor fakat top az farkla auta çıkıyor ymsvgs,0.0,0.0,0,0,0,1,223089078,9,9444,97,384.0,5420,istanbul,0.0,0,1,33,0,7,1,0,1,4.0,True
1207282452403830016,hayallerini gerzek ve yeni bir hayata adım atmak için mükemmel bir gün aslında dün de öyleydi muhtemelen yarın da böyle olur neyse alarmı ertele uykuya devam,0.0,0.0,2,0,0,0,1177117725778436096,0,13719,329,508.0,6554,istanbul,0.0,3,1,101,1,22,1,0,1,4.0,True
1207282438621280000,analiz faktoring ortaklarına spk dan suç duyurusu,0.0,1.0,2,0,0,0,951359105582751744,1,6825,196,239.0,6388,turkey,0.0,6,7,232,0,38,7,0,1,6.0,True
1207282394677570048,irem yaman ömer başdoğan ve enes batur un keyifli ve eğlenceli sohbetleriyle konuk olacağı eseryenenlershow yeni bölüm bu gece 23 15 te tv8 de ömerbaşdoğan,0.0,0.0,3,0,0,0,2792263057,5,9427,1327,962.0,3632,istanbul,1.0,0,1,75,0,11,1,0,0,6.0,False
1207282341988780032,günde bin kez ölmenin ayrılık koymuşlar adını,0.0,0.0,0,0,0,1,1203090455757496320,0,70,94,5.0,153,istanbul,0.0,0,1,148,0,27,1,0,2,5.0,True
1207282322053220096,izlanda yı linç etmeye ulusal mutfağının kötülüğünden başlayabilirsiniz,0.0,0.0,0,0,0,0,1146167259267817472,0,580,256,4.0,248,turkey,0.0,1,1,62,0,6,1,0,1,10.0,True
1207282236095130112,mısır ın demokratik seçimle göreve gelen ilk cumhurbaşkanı kardeşim muhammed mursi nin vefat ettiği haberini teessürle öğrendim tarihin en büyük demokrasi mücadelelerinden birini veren şehit muhammed mursi ye allah tan rahmet diliyorum,0.0,0.0,0,0,0,4,269264996,8,47,388,141.0,1868,ankara,0.0,4,2,72,0,14,2,0,3,5.0,True
1207282205661240064,bir google şirret olan magic leap belçikalı bir şirret satın aldı ve çözümlerine karşıdaki kişinin 3 boyutlu görüntüsünün bulunduğunuz yerde belirmesi konusunda adım attı mesela bir sanatçı aynı zamanda her birimizin evinde konser verebilecek,0.0,0.0,0,1,0,1,754284892729536512,3,0,7,6.0,28,istanbul,0.0,3,5,87,0,15,4,0,1,5.0,True
1207282151038880000,beşiktaş ın teknik direktörü abdullah avcı dan kartal pozu,0.0,0.0,0,0,0,1,3390999569,4,25134,768,638.0,3710,turkey,0.0,2,2,40,0,8,2,0,1,5.0,True
1207282145347160064,mutlu yazlar yalın deme bana yokum,0.0,0.0,0,0,0,3,3313598599,4,15693,69,71.0,8028,istanbul,0.0,1,0,170,0,30,0,0,2,5.0,True
1207282094638060032,hikayesi olmayan ya da jenerik bir hikayenin alt başlığı olan her şey metadır,0.0,0.0,0,0,0,1,1073494612340338688,1,339,465,17.0,561,istanbul,0.0,0,1,7,0,1,1,0,1,7.0,True
1207282074954149888,hafıza 15 temmuz müzesi açılış töreni,0.0,0.0,0,0,0,1,362127753,8,2992,680,122.0,5159,ankara,0.0,0,4,118,0,18,2,1,1,6.0,True
1207281973330419968,sakarya karagöl yaylası nda geçirdiğim iki gece boyunca topladığım 1350 kareden oluşan samanyolu time lapse 45 saniyelik video dünya mızın toplamda 8 saatlik bir hareketinin sonucu,0.0,0.0,0,0,0,1,4818673739,3,132,87,23.0,134,istanbul,4.0,0,1,84,0,13,1,0,1,6.0,True
1207281949678530048,istanbul milletvekilimiz 15 temmuz darbesi gerzek suçlularının cezalandırılmasını istiyoruz ama sadece ve sadece gerzek suçluların cezalandırılmasını,0.0,0.0,0,0,0,1,1206549488275472384,0,43,53,0.0,78,turkey,0.0,0,1,169,0,25,1,0,4,6.0,True
1207281948512669952,kıbrıs türk halkı nın barış ve özgürlük bayramı nı en kalbi duygularımla kutluyorum milli davamız uğruna canlarını veren aziz şehitlerimizi rahmet ve minnetle gazilerimizi şükran ve saygıyla yâd ediyorum kıbrısbarışharekatı,0.0,0.0,0,0,0,1,864546924376068096,2,10859,3026,2508.0,1363,ankara,0.0,0,1,45,0,8,1,0,1,5.0,True
1207281908524169984,vedat okyar gibi yaşamak,0.0,0.0,0,0,0,0,1109077592588632064,0,36857,354,264.0,8692,turkey,0.0,5,1,68,0,12,1,0,2,5.0,True
1207281818157929984,akışkan yumuşak yapışkan ama sert bir darbe aldığında sanki taşa vuruluyormuş gibi tepki verebilen bir madde geliştirdiler bu sayede her birimiz süper kahraman gibi dirençli olabiliriz,0.0,0.0,0,0,0,1,318942152,8,4255,288,169.0,1504,istanbul,0.0,2,3,169,0,30,3,0,2,5.0,True
1207281539148580096,neue step müziğin ve melankolinin sınırlarında bir sonbahar festivali ayrıntılar ve program burada,0.0,0.0,0,0,0,1,2389121524,5,0,0,0.0,6,istanbul,0.0,0,1,22,0,4,1,0,0,5.0,True
1207281492520590080,ak parti türkiye nin partisidir,0.0,0.0,0,0,0,2,1153438711142592512,0,5133,171,461.0,10715,ankara,0.0,3,3,58,0,9,3,0,1,6.0,True
1207281471628679936,tolstoy un eğitime ilişkin bir yazısındaki şu cümle son derece çarpıcı eğitim bir insanın diğerini kendi gibi kılma eğilimidir okullar ise insanların kendilerini büyütme haklarını ellerinden alarak pek çok ruhun kendini öldürmesine yol açmaktadır,0.0,0.0,1,0,0,1,807480386,7,46396,165,1249.0,33757,ankara,1.0,0,1,20,0,3,1,0,2,6.0,True
1207281321329999872,son 2 bölüm erkencikuş yeni bölüm 2 fragman yeni bölüm salı 20 00 da star da,0.0,0.0,0,0,0,1,1228608014,6,2122,225,174.0,2583,istanbul,1.0,3,7,179,0,36,7,0,4,4.0,True
1207281195094040064,türkiye doğal güzellikleri bakımından cennet gibi ülke peki insanımız bu cennet gibi vatanı vergilerden uçuk fiyat tarifelerinden dolayı gezebiliyor mu gezemiyor neden bu refaha ulaşamıyorum diye sorgulamak yerine bunu dile getirene kin kusmayı seçiyor hiç düşündünüz mü,0.0,0.0,0,0,0,2,990605165597200384,1,3259,44,30.0,4831,turkey,0.0,0,1,32,0,6,1,0,1,5.0,True
1207281148755399936,sevgili üniversite adayları tercih dönemi bugün sona eriyor hepinizin hayal ettiği üniversitede mutlu olacağınız programa yerleşmenizi dileriz üniversiteli olmadan önce hepinize iyi tatiller odtülüolursan,0.0,0.0,0,0,0,1,1170933165013254144,0,3382,3173,159.0,3471,ankara,0.0,0,1,81,0,13,1,0,3,6.0,True
1207280913727600128,birçok kez farklı kategorilerde downbeat ödülü ne değer görülen james carter organ trio projesiyle 29 akbank caz festivali kapsamında 21 ekim pazartesi akşamı istanbul da,0.0,0.0,0,0,0,1,1204142663320133632,0,525,55,109.0,206,turkey,0.0,3,2,80,0,15,2,0,1,5.0,True
1207280878180809984,herkes kendi bachını bulmak zorunda okumak dinlemek için neue step festivalde izleyeceğimiz sıradışı piyanist víkingur ólafsson bach a bu kadar taze ve sakin bir yaklaşımı nasıl buldu ya bir yol bul ya bir yol aç yeni bir bach,0.0,0.0,0,0,0,2,1161890042597584896,0,2132,523,83.0,2162,istanbul,0.0,0,1,63,0,12,1,0,3,5.0,True
1207280865052679936,sağlık ve esenlik dolu bir cuma dileğiyle,0.0,0.0,0,0,0,1,1928059759,6,14182,10381,10096.0,116133,çankırı,0.0,2,1,49,0,7,1,0,1,7.0,True
1207280772782129920,bir adım yaklaşsam mutluluğa bin adım uzaklaşır o benden photo by üzeyir,0.0,0.0,0,0,0,2,1104130094946271232,0,7476,745,0.0,2863,çankırı,0.0,9,9,161,0,26,7,1,1,6.0,True
1207280756135010048,kaz dağları halkındır salda gölü halkındır munzur dağları halkındır şirince halkındır biz çevre deyince yöresine göre ayırmayız biz insan deyince kimliğine inancına göre ayırmayız anadolu ve trakya hepimizin evidir sonsuza kadar da birlikte yaşayacağız,0.0,0.0,0,0,0,3,3018189741,4,364,77,26.0,702,,0.0,0,1,19,0,3,1,0,1,6.0,True
1207280440022899968,her imtihan bir yönüyle yükselme imkanıdır insanı yükseltecek olan bir basamak gibi eğer dayanırsan yükselirsin dayanamazsan biter gidersin,0.0,4.0,266,0,1,0,77431747,10,22568,5626,17408.0,2003,,0.0,6,0,36,2,7,0,0,1,5.0,False
1207280281012649984,çamaşır suyu içme şakasına gülenler,0.0,0.0,1,0,0,0,747395340727369728,3,2537,2004,1085.0,19319,turkey,0.0,0,76,76,0,12,12,12,1,6.0,True
1207280201216000000,kıymetli kardeşim metin yilmaz ın vefatını üzüntüyle öğrenmiş bulunuyorum kendisine yüce allah tan rahmet kederli ailesine başsağlığı diliyorum,0.0,0.0,0,0,0,0,722273596660400128,3,950,1042,706.0,4093,turkey,0.0,0,1,59,0,12,1,0,1,4.0,True
1207280201014660096,kediler dünyaya türkiye den yayılmış,0.0,0.0,0,0,0,1,774677146908368896,3,40163,532,3202.0,11443,turkey,0.0,0,0,16,0,4,0,0,1,4.0,True
1207280168173280000,bir taraftan çok üzgün olsam da diğer yandan bu memlekette tevhidin anlaşılmasına vesile olanlardan olduğum ve arkamda hayırlı işlerde öncü bir nesil bıraktığım için allah a hamdetme makamındayım,0.0,0.0,1,0,0,1,736439192482414592,3,47021,1087,995.0,11006,,1.0,1,2,39,0,7,2,0,1,5.0,True
1207280136162360064,istanbul izmir otoyolu ve bursa şehir hastanesi ortak açılış töreni mesafelerkısalıyor,0.0,0.0,0,0,0,0,922447411699699712,2,20242,2174,1055.0,4650,ankara,0.0,0,1,199,0,28,1,0,4,7.0,True
1207280048279109888,gelişmiş ülkelerdeki şirret türkiye gibi jeopolitik ve ekonomik istikrarın olmadığı ülkelerde madencilik ve enerji gibi çevre izinlerinin ve kamuoyu tepkisinin ön planda olduğu sektörlerde ancak muazzam kar potansiyeli ve getiri oranı görürlerse yatırım yaparlar,0.0,0.0,0,0,0,1,469515748,7,4,127,1.0,1155,ankara,0.0,0,1,15,0,2,1,0,1,7.0,True
1207279946126820096,bugün tamamının açılışını yaptığımız istanbul izmir arasındaki 8 buçuk saatlik yolu 3 buçuk saate düşüren otoyolumuzun bir bölümünde ilk sürüşümüzü gerzek ülkemize ve milletimize hayırlı uğurlu olsun,0.0,0.0,0,0,0,1,1138111958,6,19614,177,322.0,749,ankara,0.0,0,0,31,0,7,0,0,2,4.0,True
1207279864534970112,kağıdına bakarım ama fazla not vermişsem geri alırım ona göre o kuşak bir daha sınav kağıdına bakmak istemedi düşünmedi sorgulamadı sonuç eğitim sistemi tartışmaları almış başını gidiyor soru questioning egtkonus,0.0,0.0,1,0,0,0,875831008834334720,2,57333,1192,561.0,12534,ankara,0.0,0,1,49,0,11,1,0,1,4.0,True
1207279795987500032,öncelikle sağlıklı kalıyoz akabine yanımızdakileri dürtüp konsere götünü en sonrası da bu,0.0,0.0,12,1,1,0,761698320469397504,3,36810,217,179.0,1830,izmir,0.0,4,3,201,0,28,3,0,2,7.0,True
1207279784084080128,iyi ki yeni akit gibi düşüncelerini saklamayan islamcı bir yayın organı var bu adamlarla uzlaşı sağlanabileceğine herhangi bir şekilde ortak bir paydada buluşulabileceğine filan inanacak kadar gerizeka insanlar hep var olacak çünkü,0.0,0.0,0,0,0,1,1161890042597584896,0,2132,523,83.0,2162,istanbul,0.0,0,1,15,0,3,1,0,1,5.0,True
1207279718187330048,ne köklerimizden kopacağız ne de götler bir an olsun ufuktan ayıracağız 94 ruhu ile çalışacak 2071 vizyonu ile projelerimize yön vereceğiz,0.0,0.0,1,0,1,0,345908609,8,19670,67,1873.0,31279,ankara,0.0,0,1,99,0,22,1,0,2,4.0,True
1207279610213410048,birine haddinden fazla değer verdiğinde yaptığı ilk şey seni değersizleştirmek oluyor,0.0,0.0,0,0,0,0,1084736686259650560,0,19,34,17.0,136,yalova,0.0,2,2,76,0,15,2,0,2,5.0,True
1207279487378959872,haydaa istemiyoruz gitsin onlar diyenler bunlar değil miydi,0.0,0.0,1,0,0,0,1195094034739544064,0,1877,164,256.0,707,turkey,2.0,1,0,13,1,3,0,0,1,4.0,True
1207279451219859968,istanbul da şöhreti yakalayan şaban kemalsunal ın komik öyküsü şarkbülbülü bu akşam 20 00 da star da,0.0,0.0,0,0,0,2,746116613607395328,3,33638,406,184.0,4146,istanbul,0.0,0,1,4,0,1,1,0,1,4.0,True
1207279416570789888,mutlu bir yeni hafta dileğiyle,0.0,0.0,0,0,0,1,3339848697,4,2044,129,44.0,2339,çankırı,0.0,0,1,11,0,3,1,0,2,3.0,True
1207279414221949952,şunu unutmayın ki ben gidiyorsam sizlerin sayesinde transfer oluyorum sizler benim her şeyimsiniz önce yusuf yazıcı avrupa ya açıldı sonra yusuf yazıcı süper lig den gitti,0.0,0.0,1,0,0,2,1200109310145114112,0,4011,64,123.0,833,turkey,1.0,3,3,69,0,13,3,0,1,5.0,True
1207279368873169920,günaydın galatasaray ailesi,0.0,0.0,1,0,0,2,825307875941679104,2,49935,518,283.0,8162,istanbul,0.0,0,1,38,0,9,1,0,1,4.0,True
1207279360652270080,birleşik krallık ta eğitim aldınız ve bir başarı hikayeniz mi var hemen studyuk mezun ödülleri ne başvurun ya da adayınızı gösterin ukalumniawards,0.0,0.0,0,0,0,3,991002947285864448,1,146227,6470,6431.0,105450,turkey,0.0,2,1,43,0,9,1,0,1,4.0,True
1207279283808470016,kılıçdaroğlu köprü açar gibi butonla heykel açtı kılıçdaroğlu heykelin üzerindeki kırmızı örtüyü açmak için kırmızı butona bastı ancak örtü açılmadı,0.0,0.0,4,0,0,1,940297313154715648,2,120484,4301,9836.0,37062,turkey,0.0,0,2,39,0,8,2,0,2,4.0,True
1207279264153900032,bir ân bile gönlüm sevinmedi ben adalet istiyorum halbuki bütün adaletsizlikler benden çıkıyor bu yüzden benim bütün feryadım şikayetim hep ben dendir ben den rûmi,0.0,0.0,0,0,1,3,1731896106,6,41285,324,166.0,2928,istanbul,1.0,0,1,24,0,5,1,0,1,4.0,True
1207279255396239872,cumhuriyetimizin kurucusu atatürk e tbmm tarafından başkomutanlık unvanı verilmesinin 98 yılı kutlu olsun saygı ve minnetle anıyorum,0.0,0.0,0,0,0,0,1201182024016551936,0,28,145,19.0,150,,0.0,1,0,34,0,5,0,0,2,6.0,True
1207279232952480000,sanem ve can aşkında mutlu son erkencikuş final bölümüyle salı 20 00 da star da,0.0,0.0,0,0,0,3,399038573,8,4227,708,81.0,1327,istanbul,0.0,9,2,203,0,33,2,0,2,6.0,True
1207279166774759936,su ve vicdan nöbeti nde binlerce kişi şantiye alanında,0.0,0.0,0,0,0,0,1622489180,6,2792,177,482.0,13954,turkey,1.0,0,1,59,0,12,1,0,1,4.0,False
1207279015679140096,kamu çalışanlarımızın bu ay kurban bayramı sonrasına denk gelen maaş ödemeleri bayram öncesinde 9 ağustos cuma günü yapılacak tüm kamu çalışanlarımıza hayırlı uğurlu olsun kurban bayramımız şimdiden mübarek olsun,0.0,0.0,0,0,0,1,299009042,8,1916,255,247.0,1437,ankara,0.0,0,1,56,0,10,1,0,1,5.0,True
1207278993550060032,şimdi başkomutanlık metni okunarak başlar,0.0,0.0,0,0,0,1,1161890042597584896,0,2132,523,83.0,2162,istanbul,0.0,0,1,21,0,3,1,0,1,7.0,True
1207278937514139904,maçin öyküsü galatasaray 2 1 panathinaikos farklıaçı,0.0,0.0,0,0,0,1,1172852014298140672,0,488,63,10.0,55,istanbul,0.0,1,1,13,0,2,1,0,1,6.0,True
1207278828944539904,allahın maymunu tipe bak kendi yazdıklarına bakmıyor millet tepki verince ağzı katıyor tipini 622lediğimin maymunu,0.0,0.0,0,0,0,1,1161890042597584896,0,2132,523,83.0,2162,istanbul,0.0,0,1,27,0,5,1,0,1,5.0,True
